,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
0,"frozenset({'saccharum officinarum', 'trikatu'})",frozenset({'alpinia galanga'}),0.14285714285714285,0.19047619047619047,0.14285714285714285,1.0,5.25,0.11564625850340135,inf,0.9444444444444444
1,frozenset({'alpinia galanga'}),"frozenset({'saccharum officinarum', 'trikatu'})",0.19047619047619047,0.14285714285714285,0.14285714285714285,0.75,5.25,0.11564625850340135,3.428571428571429,1.0
2,"frozenset({'triphala', 'saccharum officinarum'})",frozenset({'alpinia galanga'}),0.14285714285714285,0.19047619047619047,0.14285714285714285,1.0,5.25,0.11564625850340135,inf,0.9444444444444444
3,frozenset({'alpinia galanga'}),"frozenset({'triphala', 'saccharum officinarum'})",0.19047619047619047,0.14285714285714285,0.14285714285714285,0.75,5.25,0.11564625850340135,3.428571428571429,1.0
4,"frozenset({'triphala', 'saccharum officinarum', 'trikatu'})",frozenset({'alpinia galanga'}),0.14285714285714285,0.19047619047619047,0.14285714285714285,1.0,5.25,0.11564625850340135,inf,0.9444444444444444
5,"frozenset({'triphala', 'saccharum officinarum'})","frozenset({'alpinia galanga', 'trikatu'})",0.14285714285714285,0.19047619047619047,0.14285714285714285,1.0,5.25,0.11564625850340135,inf,0.9444444444444444
6,"frozenset({'triphala', 'alpinia galanga'})","frozenset({'saccharum officinarum', 'trikatu'})",0.19047619047619047,0.14285714285714285,0.14285714285714285,0.75,5.25,0.11564625850340135,3.428571428571429,1.0
7,"frozenset({'saccharum officinarum', 'trikatu'})","frozenset({'triphala', 'alpinia galanga'})",0.14285714285714285,0.19047619047619047,0.14285714285714285,1.0,5.25,0.11564625850340135,inf,0.9444444444444444
8,"frozenset({'alpinia galanga', 'trikatu'})","frozenset({'triphala', 'saccharum officinarum'})",0.19047619047619047,0.14285714285714285,0.14285714285714285,0.75,5.25,0.11564625850340135,3.428571428571429,1.0
9,frozenset({'alpinia galanga'}),"frozenset({'triphala', 'saccharum officinarum', 'trikatu'})",0.19047619047619047,0.14285714285714285,0.14285714285714285,0.75,5.25,0.11564625850340135,3.428571428571429,1.0
10,"frozenset({'solanum trilobatum', 'trikatu'})",frozenset({'alpinia galanga'}),0.14285714285714285,0.19047619047619047,0.14285714285714285,1.0,5.25,0.11564625850340135,inf,0.9444444444444444
11,frozenset({'alpinia galanga'}),"frozenset({'solanum trilobatum', 'trikatu'})",0.19047619047619047,0.14285714285714285,0.14285714285714285,0.75,5.25,0.11564625850340135,3.428571428571429,1.0
12,"frozenset({'triphala', 'solanum trilobatum'})",frozenset({'alpinia galanga'}),0.14285714285714285,0.19047619047619047,0.14285714285714285,1.0,5.25,0.11564625850340135,inf,0.9444444444444444
13,frozenset({'alpinia galanga'}),"frozenset({'triphala', 'solanum trilobatum'})",0.19047619047619047,0.14285714285714285,0.14285714285714285,0.75,5.25,0.11564625850340135,3.428571428571429,1.0
14,"frozenset({'triphala', 'solanum trilobatum', 'trikatu'})",frozenset({'alpinia galanga'}),0.14285714285714285,0.19047619047619047,0.14285714285714285,1.0,5.25,0.11564625850340135,inf,0.9444444444444444
15,"frozenset({'triphala', 'solanum trilobatum'})","frozenset({'alpinia galanga', 'trikatu'})",0.14285714285714285,0.19047619047619047,0.14285714285714285,1.0,5.25,0.11564625850340135,inf,0.9444444444444444
16,"frozenset({'triphala', 'alpinia galanga'})","frozenset({'solanum trilobatum', 'trikatu'})",0.19047619047619047,0.14285714285714285,0.14285714285714285,0.75,5.25,0.11564625850340135,3.428571428571429,1.0
17,"frozenset({'solanum trilobatum', 'trikatu'})","frozenset({'triphala', 'alpinia galanga'})",0.14285714285714285,0.19047619047619047,0.14285714285714285,1.0,5.25,0.11564625850340135,inf,0.9444444444444444
18,"frozenset({'alpinia galanga', 'trikatu'})","frozenset({'triphala', 'solanum trilobatum'})",0.19047619047619047,0.14285714285714285,0.14285714285714285,0.75,5.25,0.11564625850340135,3.428571428571429,1.0
19,frozenset({'alpinia galanga'}),"frozenset({'triphala', 'solanum trilobatum', 'trikatu'})",0.19047619047619047,0.14285714285714285,0.14285714285714285,0.75,5.25,0.11564625850340135,3.428571428571429,1.0
20,frozenset({'solanum surattense'}),frozenset({'alpinia galanga'}),0.14285714285714285,0.19047619047619047,0.14285714285714285,1.0,5.25,0.11564625850340135,inf,0.9444444444444444
21,frozenset({'alpinia galanga'}),frozenset({'solanum surattense'}),0.19047619047619047,0.14285714285714285,0.14285714285714285,0.75,5.25,0.11564625850340135,3.428571428571429,1.0
22,frozenset({'solanum surattense'}),frozenset({'solanum trilobatum'}),0.14285714285714285,0.19047619047619047,0.14285714285714285,1.0,5.25,0.11564625850340135,inf,0.9444444444444444
23,frozenset({'solanum trilobatum'}),frozenset({'solanum surattense'}),0.19047619047619047,0.14285714285714285,0.14285714285714285,0.75,5.25,0.11564625850340135,3.428571428571429,1.0
24,"frozenset({'solanum surattense', 'solanum trilobatum'})",frozenset({'alpinia galanga'}),0.14285714285714285,0.19047619047619047,0.14285714285714285,1.0,5.25,0.11564625850340135,inf,0.9444444444444444
25,"frozenset({'solanum surattense', 'alpinia galanga'})",frozenset({'solanum trilobatum'}),0.14285714285714285,0.19047619047619047,0.14285714285714285,1.0,5.25,0.11564625850340135,inf,0.9444444444444444
26,"frozenset({'solanum trilobatum', 'alpinia galanga'})",frozenset({'solanum surattense'}),0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,7.0,0.12244897959183673,inf,1.0
