,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
2,"frozenset({'elettaria cardamomum', 'tinospora cordifolia'})",frozenset({'syzygium aromaticum'}),0.11764705882352941,0.14705882352941177,0.11764705882352941,1.0,6.8,0.10034602076124567,inf,0.9666666666666667
3,"frozenset({'tinospora cordifolia', 'syzygium aromaticum'})",frozenset({'elettaria cardamomum'}),0.11764705882352941,0.14705882352941177,0.11764705882352941,1.0,6.8,0.10034602076124567,inf,0.9666666666666667
